id,name,name_upper,neighbourhood_group,price
9445789,Reno huge 2 room quiet Times Sq!!!,RENO HUGE 2 ROOM QUIET TIMES SQ!!!,Manhattan,70
9447274,True 2 BR in heart of Chelsea,TRUE 2 BR IN HEART OF CHELSEA,Manhattan,325
9450180,Private Room Available,PRIVATE ROOM AVAILABLE,Queens,65
9451126,Cosy Carroll Garden Apartment,COSY CARROLL GARDEN APARTMENT,Brooklyn,155
9451334,Beautiful &Cozy&Spacious!,BEAUTIFUL &COZY&SPACIOUS!,Brooklyn,45
9451492,"Best location, Midtown Times Square","BEST LOCATION, MIDTOWN TIMES SQUARE",Manhattan,125
9451597,beautiful room with balcony,BEAUTIFUL ROOM WITH BALCONY,Brooklyn,49
9451768,New Years in Hudson Heights!,NEW YEARS IN HUDSON HEIGHTS!,Manhattan,150
9451784,Trendy Williamsburg Apartment!,TRENDY WILLIAMSBURG APARTMENT!,Brooklyn,80
9452124,LUXURY@ Reasonable Price! Few Mins 2 Times Square!,LUXURY@ REASONABLE PRICE! FEW MINS 2 TIMES SQUARE!,Manhattan,145
9452237,2 BED STEP TO THE TRAIN,2 BED STEP TO THE TRAIN,Queens,125
9452728,❤️ Charming and Quiet NYC Guestroom ❤️,❤️ CHARMING AND QUIET NYC GUESTROOM ❤️,Queens,60
9452887,Lovely Little Literary Loft!,LOVELY LITTLE LITERARY LOFT!,Brooklyn,50
9453245,Light Room In Little Italy,LIGHT ROOM IN LITTLE ITALY,Bronx,70
9453653,Beautiful penthouse in Williamsburg,BEAUTIFUL PENTHOUSE IN WILLIAMSBURG,Brooklyn,531
9457270,COMFY East Village w loft sleep 6 Coffee included,COMFY EAST VILLAGE W LOFT SLEEP 6 COFFEE INCLUDED,Manhattan,199
9457285,The Central Park Studio,THE CENTRAL PARK STUDIO,Manhattan,214
9457917,Cozy 1 Bed Rm Appt in Kipps Bay !,COZY 1 BED RM APPT IN KIPPS BAY !,Manhattan,70
9458150,1BR Beautifull Bright Very Spacious,1BR BEAUTIFULL BRIGHT VERY SPACIOUS,Brooklyn,105
9458704,"Large 1BR Apartment, near Times Sq (2nd Floor)","LARGE 1BR APARTMENT, NEAR TIMES SQ (2ND FLOOR)",Manhattan,240
9459037,Gorgeous studio,GORGEOUS STUDIO,Queens,114
9459232,Bedroom in spacious apt w/ backyard,BEDROOM IN SPACIOUS APT W/ BACKYARD,Manhattan,45
9460093,Private Room in SAFE area of Harlem,PRIVATE ROOM IN SAFE AREA OF HARLEM,Manhattan,45
9461187,Apartment 20 minutes from Manhattan,APARTMENT 20 MINUTES FROM MANHATTAN,Brooklyn,143
9461236,Artist & art filled apartment in williamsbourg,ARTIST & ART FILLED APARTMENT IN WILLIAMSBOURG,Brooklyn,145
9461660,Room in a Historic Old Brownstone,ROOM IN A HISTORIC OLD BROWNSTONE,Manhattan,90
9461669,Centrally Located Bedroom with Private Garden,CENTRALLY LOCATED BEDROOM WITH PRIVATE GARDEN,Brooklyn,75
9461803,Private room in classic SoHo loft,PRIVATE ROOM IN CLASSIC SOHO LOFT,Manhattan,225
9461851,Charming Upper West Side Studio,CHARMING UPPER WEST SIDE STUDIO,Manhattan,150
9462694,Beautiful 1BR  Garden Apt in BK,BEAUTIFUL 1BR  GARDEN APT IN BK,Brooklyn,150
9463039,Wonderful 1-BR apt in Chelsea,WONDERFUL 1-BR APT IN CHELSEA,Manhattan,182
9463261,"Clean bright room, Upper West Side","CLEAN BRIGHT ROOM, UPPER WEST SIDE",Manhattan,62
9464046,Beautiful New Apt-perfect location!,BEAUTIFUL NEW APT-PERFECT LOCATION!,Brooklyn,65
9464137,Elegant High Rise Condo w/ Doorman,ELEGANT HIGH RISE CONDO W/ DOORMAN,Manhattan,175
9464318,Huge NYC 4BR Condo ByD'subwaySlp 12,HUGE NYC 4BR CONDO BYD'SUBWAYSLP 12,Brooklyn,525
9464543,Prime Location in CHELSEA,PRIME LOCATION IN CHELSEA,Manhattan,98
9464605,Private Cozy BR near Union Square - FEMALE only,PRIVATE COZY BR NEAR UNION SQUARE - FEMALE ONLY,Manhattan,61
9464835,Modern Studio UWS,MODERN STUDIO UWS,Manhattan,159
9466003,Best house for New York 欢迎中国游客短租,BEST HOUSE FOR NEW YORK 欢迎中国游客短租,Queens,68
9469009,Luxury Studio in Artsy Brooklyn,LUXURY STUDIO IN ARTSY BROOKLYN,Brooklyn,69
9469827,"Spacious, Upper East Side apartment","SPACIOUS, UPPER EAST SIDE APARTMENT",Manhattan,125
9470528,"Sunshine 1BR Apt near M&L Subways, Kitchenette","SUNSHINE 1BR APT NEAR M&L SUBWAYS, KITCHENETTE",Brooklyn,115
9470554,Private bedroom available in the East Village,PRIVATE BEDROOM AVAILABLE IN THE EAST VILLAGE,Manhattan,85
9470677,Fifth Ave/Central Park 1BR IN A TownHouse Garden,FIFTH AVE/CENTRAL PARK 1BR IN A TOWNHOUSE GARDEN,Manhattan,209
9471893,Newly Renovated Soho Apt: 2 bedroom/2 bathroom,NEWLY RENOVATED SOHO APT: 2 BEDROOM/2 BATHROOM,Manhattan,225
9471997,Lovely 1-bedroom apartment in SoHo!,LOVELY 1-BEDROOM APARTMENT IN SOHO!,Manhattan,100
9473492,1 Bedroom in 2 bdr Bushwick apt,1 BEDROOM IN 2 BDR BUSHWICK APT,Brooklyn,55
9473646,Cozy Private Room in Cobble Hill,COZY PRIVATE ROOM IN COBBLE HILL,Brooklyn,80
9473837,Cozy Room in Artistic Apartment,COZY ROOM IN ARTISTIC APARTMENT,Brooklyn,80
9473889,"CHARMING, QUIET ONE BEDROOM APT W/ BACK YARD","CHARMING, QUIET ONE BEDROOM APT W/ BACK YARD",Brooklyn,85
9474607,Brand new apt in heart of Midtown!,BRAND NEW APT IN HEART OF MIDTOWN!,Manhattan,280
9475052,"Super Cool Brooklyn, Near Manhattan","SUPER COOL BROOKLYN, NEAR MANHATTAN",Brooklyn,125
9475136,Williamsburg Room & Private Bath,WILLIAMSBURG ROOM & PRIVATE BATH,Brooklyn,90
9475494,Upper East Side - amazing location!,UPPER EAST SIDE - AMAZING LOCATION!,Manhattan,175
9475907,Spacious alcove studio in Tribeca,SPACIOUS ALCOVE STUDIO IN TRIBECA,Manhattan,150
9476198,Amazing 1BR Apt in the heart of East Village,AMAZING 1BR APT IN THE HEART OF EAST VILLAGE,Manhattan,180
9476212,Awesome Green Vill. Penthouse Apt.,AWESOME GREEN VILL. PENTHOUSE APT.,Manhattan,250
9476397,Spacious room in the heart of Astoria!,SPACIOUS ROOM IN THE HEART OF ASTORIA!,Queens,60
9476449,Spacious Park Slope 3 Bb APT,SPACIOUS PARK SLOPE 3 BB APT,Brooklyn,200
9476774,2 BR/2BA UWS Luxury Apartment w Private Backyard,2 BR/2BA UWS LUXURY APARTMENT W PRIVATE BACKYARD,Manhattan,295
9476831,Private room in Wash Heights NYC,PRIVATE ROOM IN WASH HEIGHTS NYC,Manhattan,40
9476850,Cozy UWS Studio by Central Park,COZY UWS STUDIO BY CENTRAL PARK,Manhattan,150
9477096,Holiday Rental in NYC!,HOLIDAY RENTAL IN NYC!,Manhattan,40
9477359,"Bright, airy East Village apartment","BRIGHT, AIRY EAST VILLAGE APARTMENT",Manhattan,180
9477489,1 bedroom clean & simple in manhattan.,1 BEDROOM CLEAN & SIMPLE IN MANHATTAN.,Manhattan,145
9477988,Sunny and Close to Everything!,SUNNY AND CLOSE TO EVERYTHING!,Brooklyn,175
9478196,"Spacious W.Village Triplex, terrace","SPACIOUS W.VILLAGE TRIPLEX, TERRACE",Manhattan,275
9478370,Spacious and comfortable 1Br apt close to NYC.,SPACIOUS AND COMFORTABLE 1BR APT CLOSE TO NYC.,Queens,115
9479084,Cosy studio / newly renovated,COSY STUDIO / NEWLY RENOVATED,Manhattan,175
9479324,Subletting my room (Jan-May),SUBLETTING MY ROOM (JAN-MAY),Brooklyn,65
9479348,Penthouse Duplex & Roof Top Terrace,PENTHOUSE DUPLEX & ROOF TOP TERRACE,Manhattan,345
9484346,Handsome Lower East Side 1-bedroom,HANDSOME LOWER EAST SIDE 1-BEDROOM,Manhattan,150
9484892,"Cozy, E.Vill room w/ private bath!","COZY, E.VILL ROOM W/ PRIVATE BATH!",Manhattan,75
9485047,Cozy 1 bed Apt in Hell's Kitchen!,COZY 1 BED APT IN HELL'S KITCHEN!,Manhattan,219
9485566,Spacious Artist's Loft,SPACIOUS ARTIST'S LOFT,Brooklyn,300
9485606,Big 2BR with large living area,BIG 2BR WITH LARGE LIVING AREA,Manhattan,225
9486111,Clean 2 Bedroom Apt w. Washer/Dryer,CLEAN 2 BEDROOM APT W. WASHER/DRYER,Manhattan,275
9486229,"Stylish and clean apt, sleeps 5","STYLISH AND CLEAN APT, SLEEPS 5",Manhattan,350
9486332,Brand New Upper East Side!,BRAND NEW UPPER EAST SIDE!,Manhattan,175
9486961,Large Bright Bushwick Private Room!,LARGE BRIGHT BUSHWICK PRIVATE ROOM!,Brooklyn,60
9487424,South Slope house for Families!,SOUTH SLOPE HOUSE FOR FAMILIES!,Brooklyn,350
9487497,"Sunny, Charming Brooklyn 1 Bedroom!","SUNNY, CHARMING BROOKLYN 1 BEDROOM!",Brooklyn,119
9487684,Nice and cozy studio in the Upper West Side.,NICE AND COZY STUDIO IN THE UPPER WEST SIDE.,Manhattan,175
9488285,J&D Vacation Home,J&D VACATION HOME,Brooklyn,335
9488756,A tranquil base for exploring NYC,A TRANQUIL BASE FOR EXPLORING NYC,Brooklyn,70
9488762,Comfy Bushwick Apartment,COMFY BUSHWICK APARTMENT,Brooklyn,180
9488878,Manhattan  furnished 2 bedrooms #2,MANHATTAN  FURNISHED 2 BEDROOMS #2,Manhattan,299
9489073,Mi Casa Es Su Casa NYC,MI CASA ES SU CASA NYC,Manhattan,99
9490080,"Cozy, Artsy Apartment in Upper NYC","COZY, ARTSY APARTMENT IN UPPER NYC",Manhattan,95
9490600,Room in Williamsburg penthouse,ROOM IN WILLIAMSBURG PENTHOUSE,Brooklyn,50
9490959,Brooklyn Comfort.,BROOKLYN COMFORT.,Brooklyn,150
9491126,Charming Tenament Apt Great View,CHARMING TENAMENT APT GREAT VIEW,Manhattan,655
9491448,Bright 1 bedroom in Hells Kitchen,BRIGHT 1 BEDROOM IN HELLS KITCHEN,Manhattan,99
9492069,Fabulous FiDi home away from home,FABULOUS FIDI HOME AWAY FROM HOME,Manhattan,250
9492678,Gorgeous 1BR in Williamsburg church,GORGEOUS 1BR IN WILLIAMSBURG CHURCH,Brooklyn,450
9492750,Spacious and quiet Manhattan Harlem 1-bed apt!,SPACIOUS AND QUIET MANHATTAN HARLEM 1-BED APT!,Manhattan,190
9492969,Spacious Prospect Heights Room,SPACIOUS PROSPECT HEIGHTS ROOM,Brooklyn,58
9493142,"Cozy, clean apartment in Greenpoint","COZY, CLEAN APARTMENT IN GREENPOINT",Brooklyn,70
9493324,Private Comfortable Room,PRIVATE COMFORTABLE ROOM,Brooklyn,41
9494304,1 BD BALCONY APT SECURE ELEVATOR BLDG W/ ROOFTOP,1 BD BALCONY APT SECURE ELEVATOR BLDG W/ ROOFTOP,Manhattan,325
9495205,Comfy & Sunny Studio Rental,COMFY & SUNNY STUDIO RENTAL,Brooklyn,180
9495238,Old World Manhattan One-Bedroom,OLD WORLD MANHATTAN ONE-BEDROOM,Manhattan,95
9495907,"Huge, 2-Bedroom West Village Apt","HUGE, 2-BEDROOM WEST VILLAGE APT",Manhattan,500
9496094,Modern Flat in the Heart of Chelsea,MODERN FLAT IN THE HEART OF CHELSEA,Manhattan,160
9496137,1BR newly renovated - 5 min walk to Central Park,1BR NEWLY RENOVATED - 5 MIN WALK TO CENTRAL PARK,Manhattan,303
9496176,Hells Kitchen hideaway,HELLS KITCHEN HIDEAWAY,Manhattan,400
9496213,Queen Bed in williamsburg Brooklyn,QUEEN BED IN WILLIAMSBURG BROOKLYN,Brooklyn,46
9496372,W 4th Ground Floor 1bd Apt,W 4TH GROUND FLOOR 1BD APT,Manhattan,132
9496398,"Sunny, spacious 1 BR apt in Harlem","SUNNY, SPACIOUS 1 BR APT IN HARLEM",Manhattan,125
9496559,Charming PreWar Bedroom in Flatbush,CHARMING PREWAR BEDROOM IN FLATBUSH,Brooklyn,50
9497513,"Sunny, quiet place room 1","SUNNY, QUIET PLACE ROOM 1",Brooklyn,45
9502150,Modern 1 Bedroom Harlem Apt,MODERN 1 BEDROOM HARLEM APT,Manhattan,165
9504043,BRIGHT & SPACIOUS ROOM!,BRIGHT & SPACIOUS ROOM!,Brooklyn,79
9504843,Charming 3 bedroom/2ba in Brooklyn,CHARMING 3 BEDROOM/2BA IN BROOKLYN,Brooklyn,215
9505047,Private Room/Bath in Modern Williamsburg Apt.,PRIVATE ROOM/BATH IN MODERN WILLIAMSBURG APT.,Brooklyn,80
9505268,Chelsea studio,CHELSEA STUDIO,Manhattan,150
9505449,"Private room in heart of Boerum Hill, Brooklyn","PRIVATE ROOM IN HEART OF BOERUM HILL, BROOKLYN",Brooklyn,62
9505990,whole apartment & 2 cats!,WHOLE APARTMENT & 2 CATS!,Brooklyn,68
9506014,A COOL APARTMENT in MANHATTAN  Perfect for Holiday,A COOL APARTMENT IN MANHATTAN  PERFECT FOR HOLIDAY,Manhattan,300
9507100,Modern luxurious studio apt. 15 mins to Times Sq.,MODERN LUXURIOUS STUDIO APT. 15 MINS TO TIMES SQ.,Queens,149
9507112,Perfect one Bed in central Location #12,PERFECT ONE BED IN CENTRAL LOCATION #12,Manhattan,200
9507521,Beautiful Renovated Brownstone,BEAUTIFUL RENOVATED BROWNSTONE,Brooklyn,275
9508202,Sugar Hill Airbnb,SUGAR HILL AIRBNB,Manhattan,110
9508780,Pretty 1 BR  2 mins from subway,PRETTY 1 BR  2 MINS FROM SUBWAY,Brooklyn,83
9509148,Beautiful Condo Prospect Heights,BEAUTIFUL CONDO PROSPECT HEIGHTS,Brooklyn,150
9509218,Large 1 Bedroom Gem in A+ location.,LARGE 1 BEDROOM GEM IN A+ LOCATION.,Manhattan,166
9509369,Gorgeous sunny studio & perfect beautiful NYC area,GORGEOUS SUNNY STUDIO & PERFECT BEAUTIFUL NYC AREA,Brooklyn,79
9510158,Luxury Stay in my 2brm humble abode,LUXURY STAY IN MY 2BRM HUMBLE ABODE,Manhattan,220
9510385,Lovely bedroom,LOVELY BEDROOM,Queens,70
9511490,Williamsburg Secret Treasure with deck,WILLIAMSBURG SECRET TREASURE WITH DECK,Brooklyn,60
9511685,Apartment in Stuy Town,APARTMENT IN STUY TOWN,Manhattan,80
9512372,Near Hudson River and Subway quiet apt,NEAR HUDSON RIVER AND SUBWAY QUIET APT,Manhattan,50
9512472,Sunny apt in heart of Greenpoint!,SUNNY APT IN HEART OF GREENPOINT!,Brooklyn,120
9513152,A nice private room in East Village,A NICE PRIVATE ROOM IN EAST VILLAGE,Manhattan,50
9513278,Sunny and chic SoHo apartment,SUNNY AND CHIC SOHO APARTMENT,Manhattan,185
9513287,3 bedroom brownstone bklyn backyard,3 BEDROOM BROWNSTONE BKLYN BACKYARD,Brooklyn,320
9513379,"Cozy Private Room, Williamsburg","COZY PRIVATE ROOM, WILLIAMSBURG",Brooklyn,45
9513511,Spacious & Sunny Room Perfect for Medical Students,SPACIOUS & SUNNY ROOM PERFECT FOR MEDICAL STUDENTS,Bronx,85
9513743,"Central Park West, private terrace!","CENTRAL PARK WEST, PRIVATE TERRACE!",Manhattan,300
9514193,CUTE PLACE & QUIET DREAMS W BALCONY,CUTE PLACE & QUIET DREAMS W BALCONY,Manhattan,199
9514730,Lovely 1 BR Close to Central Park,LOVELY 1 BR CLOSE TO CENTRAL PARK,Manhattan,150
9514772,Private Entrance Trendy Greenpoint Williamsburg BK,PRIVATE ENTRANCE TRENDY GREENPOINT WILLIAMSBURG BK,Brooklyn,50
9514805,Brooklyn Family Getaway,BROOKLYN FAMILY GETAWAY,Brooklyn,180
9514860,Amazing last minute Thanksgiving,AMAZING LAST MINUTE THANKSGIVING,Manhattan,299
9514935,Lovely East Williamsburg room,LOVELY EAST WILLIAMSBURG ROOM,Brooklyn,66
9515597,Brooklyn Brownstone in Fort Greene,BROOKLYN BROWNSTONE IN FORT GREENE,Brooklyn,410
9515733,Modern Boho Apt. in Prime Brooklyn Location,MODERN BOHO APT. IN PRIME BROOKLYN LOCATION,Brooklyn,200
9516142,In the Heart of Williamsburg,IN THE HEART OF WILLIAMSBURG,Brooklyn,149
9517131,Cleanly Kept Manhattan Bedroom FiDi,CLEANLY KEPT MANHATTAN BEDROOM FIDI,Manhattan,98
9517488,Studio in the fabulous West Village,STUDIO IN THE FABULOUS WEST VILLAGE,Manhattan,150
9519514,NYC Town House,NYC TOWN HOUSE,Manhattan,1200
9520489,Furnished 2 bed | 2 bath w/ views,FURNISHED 2 BED | 2 BATH W/ VIEWS,Manhattan,300
9521009,Amazing loft in East Williamsburg,AMAZING LOFT IN EAST WILLIAMSBURG,Brooklyn,55
9521704,Cute apartment in East Village,CUTE APARTMENT IN EAST VILLAGE,Manhattan,200
9522763,Chic and beautiful apt by the park!,CHIC AND BEAUTIFUL APT BY THE PARK!,Brooklyn,140
9523488,Welcome to Williamsburg,WELCOME TO WILLIAMSBURG,Brooklyn,110
9523761,NYC Great View&Private Bathroom,NYC GREAT VIEW&PRIVATE BATHROOM,Manhattan,80
9524033,Cozy UWS private room,COZY UWS PRIVATE ROOM,Manhattan,60
9525241,Clean & Quiet 1br @ Chelsea/Village,CLEAN & QUIET 1BR @ CHELSEA/VILLAGE,Manhattan,126
9525335,"Single Bedroom in West Harlem, NYC","SINGLE BEDROOM IN WEST HARLEM, NYC",Manhattan,55
9525490,Charming East Village Brownstone,CHARMING EAST VILLAGE BROWNSTONE,Manhattan,325
9525925,Brooklyn Best - Sunny&Spacious Apt,BROOKLYN BEST - SUNNY&SPACIOUS APT,Brooklyn,140
9527309,Sunny Bushwick Room with Balcony,SUNNY BUSHWICK ROOM WITH BALCONY,Brooklyn,50
9528920,"Quiet, Clean, Lit @ LES & Chinatown","QUIET, CLEAN, LIT @ LES & CHINATOWN",Manhattan,9999
9529332,Flat in Historic Fort Greene Home,FLAT IN HISTORIC FORT GREENE HOME,Brooklyn,186
9529493,Large hip open-space loft,LARGE HIP OPEN-SPACE LOFT,Brooklyn,245
9529607,Soho/Little Italy Privat Room for 2,SOHO/LITTLE ITALY PRIVAT ROOM FOR 2,Manhattan,150
9529662,Room #1 in Hip Harlem Garden Apt.,ROOM #1 IN HIP HARLEM GARDEN APT.,Manhattan,99
9530079,Posh Upper West 2 BR w/ Doorman,POSH UPPER WEST 2 BR W/ DOORMAN,Manhattan,290
9530293,Private Room in Sunny & Spacious WaHi Retreat,PRIVATE ROOM IN SUNNY & SPACIOUS WAHI RETREAT,Manhattan,43
9530381,Suite #2 in Hip Harlem Garden Apt.,SUITE #2 IN HIP HARLEM GARDEN APT.,Manhattan,85
9530515,Room #4 in Hip Harlem Garden Apt.,ROOM #4 IN HIP HARLEM GARDEN APT.,Manhattan,95
9531148,5* Columbus Circle Location*5168,5* COLUMBUS CIRCLE LOCATION*5168,Manhattan,180
9531437,Room in Seaport (Financial District,ROOM IN SEAPORT (FINANCIAL DISTRICT,Manhattan,100
9532048,Adorable light-filled room in BK,ADORABLE LIGHT-FILLED ROOM IN BK,Brooklyn,40
9532665,Studio apartment by Central Park,STUDIO APARTMENT BY CENTRAL PARK,Manhattan,129
9533058,Spacious Apartment Steps From Park,SPACIOUS APARTMENT STEPS FROM PARK,Brooklyn,130
9533144,"Beautifully renovated, spacious 2br","BEAUTIFULLY RENOVATED, SPACIOUS 2BR",Queens,280
9534327,Elegant Spacious Brownstone Apt,ELEGANT SPACIOUS BROWNSTONE APT,Brooklyn,165
9538618,"Sunny, Cozy, Modern and Spacious Prospect Heights","SUNNY, COZY, MODERN AND SPACIOUS PROSPECT HEIGHTS",Brooklyn,100
9539912,1BDRM 25 min subway to Times sq,1BDRM 25 MIN SUBWAY TO TIMES SQ,Queens,100
9540193,Washington Heights 1 bedroom beauty,WASHINGTON HEIGHTS 1 BEDROOM BEAUTY,Manhattan,85
9540414,Cozy Carroll Gardens Ground Floor Apartment,COZY CARROLL GARDENS GROUND FLOOR APARTMENT,Brooklyn,160
9540974,Great room in PERFECT location,GREAT ROOM IN PERFECT LOCATION,Manhattan,195
9541017,Das Haus: our cozy NYC home,DAS HAUS: OUR COZY NYC HOME,Queens,150
9541320,Gorgeous BK Apt steps from Barcalys,GORGEOUS BK APT STEPS FROM BARCALYS,Brooklyn,63
9541753,2 Bedroom Prospect Heights Hideaway,2 BEDROOM PROSPECT HEIGHTS HIDEAWAY,Brooklyn,60
9541921,Clean & Convenient Room in UES,CLEAN & CONVENIENT ROOM IN UES,Manhattan,95
9542259,Clean and Bright (READ NOTES),CLEAN AND BRIGHT (READ NOTES),Manhattan,50
9542827,BIG room with bath & balcony in BK!,BIG ROOM WITH BATH & BALCONY IN BK!,Brooklyn,59
9543557,Modern Williamsburg Apartment,MODERN WILLIAMSBURG APARTMENT,Brooklyn,175
9543637,Lovely studio in East Village,LOVELY STUDIO IN EAST VILLAGE,Manhattan,83
9543678,"Bay Ridge,Brooklyn 20minutes to NYC","BAY RIDGE,BROOKLYN 20MINUTES TO NYC",Brooklyn,80
9544242,"Charming 2BD Cozy & Quiet, 6 Train","CHARMING 2BD COZY & QUIET, 6 TRAIN",Manhattan,200
9544410,Large 1-bedroom near Times Square (3rd Floor),LARGE 1-BEDROOM NEAR TIMES SQUARE (3RD FLOOR),Manhattan,265
9544812,Doorman Brand Penthouse 2 bed 2 bath 5207,DOORMAN BRAND PENTHOUSE 2 BED 2 BATH 5207,Manhattan,350
9544914,"King Bed, Private Room in Crown Heights, Comedian","KING BED, PRIVATE ROOM IN CROWN HEIGHTS, COMEDIAN",Brooklyn,36
9545059,private bedroom and private bath,PRIVATE BEDROOM AND PRIVATE BATH,Brooklyn,78
9545498,Private Room in East Village,PRIVATE ROOM IN EAST VILLAGE,Manhattan,80
9546039,Found a tree I like so built a nest,FOUND A TREE I LIKE SO BUILT A NEST,Brooklyn,218
9546695,Entire Apt in Trendy Williamsburg!,ENTIRE APT IN TRENDY WILLIAMSBURG!,Brooklyn,95
9546994,Spacious 1BR in UES townhouse,SPACIOUS 1BR IN UES TOWNHOUSE,Manhattan,130
9547361,Charming 1BR in Upper Eastside,CHARMING 1BR IN UPPER EASTSIDE,Manhattan,130
9547920,Private room in East Williamsburg,PRIVATE ROOM IN EAST WILLIAMSBURG,Brooklyn,51
9548422,Nice Room in Beautiful Clinton Hill,NICE ROOM IN BEAUTIFUL CLINTON HILL,Brooklyn,45
9548756,Manhattan 1-BR by Grand Central,MANHATTAN 1-BR BY GRAND CENTRAL,Manhattan,200
9549544,Luxury Suite in Theater District - Midtown NYC,LUXURY SUITE IN THEATER DISTRICT - MIDTOWN NYC,Manhattan,350
9549937,"Cozy, updated 2 bedroom in Nolita!","COZY, UPDATED 2 BEDROOM IN NOLITA!",Manhattan,265
9550171,"Perfectly located, vibrant studio!","PERFECTLY LOCATED, VIBRANT STUDIO!",Manhattan,228
9550485,Private Bedroom in Heart of Soho,PRIVATE BEDROOM IN HEART OF SOHO,Manhattan,90
9550620,❤️❤️Relaxing Guestroom by a Lovely Park ❤️❤️,❤️❤️RELAXING GUESTROOM BY A LOVELY PARK ❤️❤️,Queens,60
9550714,"Brooklyn Charmer, Close to Everything NYC!","BROOKLYN CHARMER, CLOSE TO EVERYTHING NYC!",Brooklyn,120
9550807,Large Studio-Style Bedroom,LARGE STUDIO-STYLE BEDROOM,Manhattan,65
9550884,Cute basement apartment,CUTE BASEMENT APARTMENT,Brooklyn,90
9551417,"Modern 2BR Apt by Central Park, & Subway","MODERN 2BR APT BY CENTRAL PARK, & SUBWAY",Manhattan,225
9555648,15 Minutes from Central Park - Studio apartment,15 MINUTES FROM CENTRAL PARK - STUDIO APARTMENT,Queens,103
9556028,Large 3 BR Greenwich Village Apartment,LARGE 3 BR GREENWICH VILLAGE APARTMENT,Manhattan,500
9556983,Private modern room with NYC skyline view,PRIVATE MODERN ROOM WITH NYC SKYLINE VIEW,Brooklyn,62
9558052,Sunny Room Minutes from the Subway,SUNNY ROOM MINUTES FROM THE SUBWAY,Brooklyn,45
9559239,Stunning 2 story Duplex in SOHO,STUNNING 2 STORY DUPLEX IN SOHO,Manhattan,300
9559335,Designer Duplex - Highline. Brand new mattresses!,DESIGNER DUPLEX - HIGHLINE. BRAND NEW MATTRESSES!,Manhattan,299
9560034,Huge room in LES townhouse,HUGE ROOM IN LES TOWNHOUSE,Manhattan,85
9560584,Cozy Room In Chinatown!,COZY ROOM IN CHINATOWN!,Manhattan,80
9561251,Upper East Side Luxury Rooftop & Doorman Building,UPPER EAST SIDE LUXURY ROOFTOP & DOORMAN BUILDING,Manhattan,250
9561650,AMAZING Clean Location on a budget!,AMAZING CLEAN LOCATION ON A BUDGET!,Manhattan,49
9562515,Duplex in Historic Fort Greene,DUPLEX IN HISTORIC FORT GREENE,Brooklyn,220
9562872,"Close to subway, all shops, restaurants!","CLOSE TO SUBWAY, ALL SHOPS, RESTAURANTS!",Queens,109
9563266,Beautiful cozy LES apartment!,BEAUTIFUL COZY LES APARTMENT!,Manhattan,300
9563436,The PERFECT Nolita vacation,THE PERFECT NOLITA VACATION,Manhattan,300
9563529,Clean and spacious apartment,CLEAN AND SPACIOUS APARTMENT,Manhattan,90
9563868,Downtown Airy Designer Loft,DOWNTOWN AIRY DESIGNER LOFT,Manhattan,289
9563873,1  ROOM IN A NEW HOUSE IN QUEENS,1  ROOM IN A NEW HOUSE IN QUEENS,Queens,37
9564986,Super Cozy Room in Floor Through Apartment,SUPER COZY ROOM IN FLOOR THROUGH APARTMENT,Brooklyn,50
9571665,Brightly Tucked into Williamsburg,BRIGHTLY TUCKED INTO WILLIAMSBURG,Brooklyn,75
9572219,-TIMES SQUARE - 19 MinutesBIG ROOM,-TIMES SQUARE - 19 MINUTESBIG ROOM,Manhattan,44
9572448,Lovely room in the heart of BK,LOVELY ROOM IN THE HEART OF BK,Brooklyn,45
9573394,Cozy studio in Brooklyn,COZY STUDIO IN BROOKLYN,Brooklyn,120
9573876,Sunny 1 Bedroom Apartment - 2 Cats,SUNNY 1 BEDROOM APARTMENT - 2 CATS,Manhattan,110
9574823,1 Bedroom Loft in Williamsburg,1 BEDROOM LOFT IN WILLIAMSBURG,Brooklyn,195
9574936,Convenient Place in Midtown,CONVENIENT PLACE IN MIDTOWN,Manhattan,100
9574953,Beautiful 2BR Apt in Williamsburg,BEAUTIFUL 2BR APT IN WILLIAMSBURG,Brooklyn,200
9575089,2 Bedroom Private Garden Apartment,2 BEDROOM PRIVATE GARDEN APARTMENT,Brooklyn,160
9575562,Sunny Apt in the Heart of Brooklyn,SUNNY APT IN THE HEART OF BROOKLYN,Brooklyn,115
9575567,20 Minutes to Manhattan,20 MINUTES TO MANHATTAN,Brooklyn,55
9575790,Entire Spacious Apt: LIMITED DATES,ENTIRE SPACIOUS APT: LIMITED DATES,Queens,150
9575809,Huge Space in Clinton Hill,HUGE SPACE IN CLINTON HILL,Brooklyn,70
9575903,"Heart of Crown Heights, 15 min to Manhattan","HEART OF CROWN HEIGHTS, 15 MIN TO MANHATTAN",Brooklyn,130
9575930,Gorgeous 1bd in 2bd Apt. Manhattan,GORGEOUS 1BD IN 2BD APT. MANHATTAN,Manhattan,100
9575961,Chelsea / High Line Oasis,CHELSEA / HIGH LINE OASIS,Manhattan,375
9576230,Penthouse Room in Williamsburg,PENTHOUSE ROOM IN WILLIAMSBURG,Brooklyn,49
9576278,NEW CLEAN COMFORTABLE PRIVATE ROOM,NEW CLEAN COMFORTABLE PRIVATE ROOM,Brooklyn,49
9576478,Angelina,ANGELINA,Manhattan,245
